s_adminid,s_ftype,,s_fstatus,s_admincode,in_dataset_tag,in_timespan,in_xvar,in_yvar,in_sampres,in_quantile,in_station_agg,in_glo,in_ghi,containing_hydrocode,out_p,out_n,out_rsq,out_rsq_adj,out_m,out_b,out_breakpoint,isheadwater,huc8,IFIM study HUC8,River name or region,IFIM site name(s),Drainage area mi2,MAF,s_name
399224,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0.000005,58,0.3129,0.3006,0.2453,2.9552,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
399224,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0.000005,58,0.3129,0.3006,0.2453,2.9552,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
399224,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0.000005,58,0.3129,0.3006,0.2453,2.9552,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
399193,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,10,0.8766,0.8612,0.7364,-0.9975,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
399193,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,10,0.8766,0.8612,0.7364,-0.9975,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
399193,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,10,0.8766,0.8612,0.7364,-0.9975,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
399193,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,10,0.8766,0.8612,0.7364,-0.9975,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_mar )_ upper 80%
402588,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,0.0008,52,0.2018,0.1859,0.2091,2.16,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402588,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,0.0008,52,0.2018,0.1859,0.2091,2.16,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402588,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080201,0.0008,52,0.2018,0.1859,0.2091,2.16,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402569,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,40,0.535,0.5228,0.3728,1.1431,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402569,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,40,0.535,0.5228,0.3728,1.1431,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402569,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,40,0.535,0.5228,0.3728,1.1431,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402569,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080106,0,40,0.535,0.5228,0.3728,1.1431,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402547,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_03010102,0,12,0.9297,0.9226,0.9836,0.4509,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402547,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_03010102,0,12,0.9297,0.9226,0.9836,0.4509,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402571,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080207,0,28,0.5143,0.4956,0.6049,1.5031,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402571,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02080207,0,28,0.5143,0.4956,0.6049,1.5031,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402550,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050001,0.000001,17,0.8146,0.8022,0.6296,1.0123,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402552,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_05050002,0.000001,25,0.6528,0.6377,0.5112,0.1452,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402581,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02070008,0.000002,41,0.4499,0.4358,0.3757,1.2721,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
402581,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_darter,species,0.8,max,0,530,nhd_huc8_02070008,0.000002,41,0.4499,0.4358,0.3757,1.2721,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_darter = f( erom_q0001e_mar )_ upper 80%
407595,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0253,33,0.1513,0.1239,0.1627,3.4004,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407595,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0253,33,0.1513,0.1239,0.1627,3.4004,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407595,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080201,0.0253,33,0.1513,0.1239,0.1627,3.4004,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407599,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_05050001,0.1628,23,0.0906,0.0473,0.1895,3.9674,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407600,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_05050002,0.876,14,0.0021,-0.081,0.0383,4.459,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407609,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,11,0.8374,0.8194,1.6253,-2.9825,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407609,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,11,0.8374,0.8194,1.6253,-2.9825,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407609,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,11,0.8374,0.8194,1.6253,-2.9825,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407609,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070006,0.0001,11,0.8374,0.8194,1.6253,-2.9825,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407618,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.0166,25,0.2251,0.1914,0.4866,3.3202,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407618,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.0166,25,0.2251,0.1914,0.4866,3.3202,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407618,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070005,0.0166,25,0.2251,0.1914,0.4866,3.3202,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407622,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.1363,84,0.0269,0.015,0.0883,5.1153,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407622,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.1363,84,0.0269,0.015,0.0883,5.1153,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407622,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.1363,84,0.0269,0.015,0.0883,5.1153,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407622,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080106,0.1363,84,0.0269,0.015,0.0883,5.1153,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407624,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,0.0008,38,0.2692,0.2489,0.555,3.7255,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407624,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02080207,0.0008,38,0.2692,0.2489,0.555,3.7255,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407631,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070008,0,41,0.5146,0.5022,0.8286,2.2436,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407631,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_02070008,0,41,0.5146,0.5022,0.8286,2.2436,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407642,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_03010102,0.0987,14,0.2108,0.145,-0.4293,7.5812,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
407642,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_cent,species,0.8,max,0,530,nhd_huc8_03010102,0.0987,14,0.2108,0.145,-0.4293,7.5812,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_cent = f( erom_q0001e_mar )_ upper 80%
380102,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000009,17,0.7424,0.7252,3.523,8.7714,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380102,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_03010102,0.000009,17,0.7424,0.7252,3.523,8.7714,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380106,fe_quantreg,,active,74534_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_05050001,0,32,0.6888,0.6785,2.4125,10.0083,530,1,5050001,5050001,New River,new river  claytor lake to Pembroke,2839.7,4215.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380108,fe_quantreg,,active,74535_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_05050002,0.0003,34,0.3439,0.3234,1.9099,7.6971,530,0,5050002,5050002,New River,New River near Pembroke to Glen Lyn,3725.7,5246.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380119,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0002,12,0.7766,0.7543,4.7616,-4.5981,530,1,2070006,2070006,NF IFIM,Rt 648,743.1,674.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380119,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0002,12,0.7766,0.7543,4.7616,-4.5981,530,1,2070006,2070006,NF IFIM,Spring Hollow,695.1,630.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380119,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0002,12,0.7766,0.7543,4.7616,-4.5981,530,1,2070006,2070006,NF IFIM,Laurel Hill,654.1,591.9,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380119,fe_quantreg,,active,74542_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070006,0.0002,12,0.7766,0.7543,4.7616,-4.5981,530,1,2070006,2070006,NF IFIM,Plains Mill,331.6,315,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380135,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,0.0001,35,0.3607,0.3413,2.5966,4.8181,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380135,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,0.0001,35,0.3607,0.3413,2.5966,4.8181,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380135,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070005,0.0001,35,0.3607,0.3413,2.5966,4.8181,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380141,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,95,0.286,0.2783,1.5054,9.2737,530,1,2080106,2080106,Pamunkey,Pamunkey Coastal Plain,1078.7,1122.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380141,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,95,0.286,0.2783,1.5054,9.2737,530,1,2080106,2080106,North Anna,NA Fall Zone,435.5,400.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380141,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,95,0.286,0.2783,1.5054,9.2737,530,1,2080106,2080106,North Anna,NA Coastal plain,462.1,392.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380141,fe_quantreg,,active,74550_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080106,0,95,0.286,0.2783,1.5054,9.2737,530,1,2080106,2080106,North Anna,North Anna Piedmont,411.1,374.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380143,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0.000002,41,0.4419,0.4276,2.5376,10.8792,530,1,2080207,2080207,Appomattox,Below Harvell Dam,1359.9,1406.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380143,fe_quantreg,,active,74551_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080207,0.000002,41,0.4419,0.4276,2.5376,10.8792,530,1,2080207,2080207,Appomattox,above Harvell Dam,1342,1389.2,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380147,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0.000003,67,0.2866,0.2757,1.3275,13.9342,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380147,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0.000003,67,0.2866,0.2757,1.3275,13.9342,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380147,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02080201,0.000003,67,0.2866,0.2757,1.3275,13.9342,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380159,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070008,0,60,0.8287,0.8258,4.6108,1.9054,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
380159,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_mar,aqbio_nt_total,species,0.8,max,0,530,nhd_huc8_02070008,0,60,0.8287,0.8258,4.6108,1.9054,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_total = f( erom_q0001e_mar )_ upper 80%
399304,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070008,0,33,0.7195,0.7105,0.4852,1.4197,530,1,2070008,2070008,Middle Potomac,T11&12,11532.8,12816.6,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399304,fe_quantreg,,active,74561_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070008,0,33,0.7195,0.7105,0.4852,1.4197,530,1,2070008,2070008,Middle Potomac, T8&9,11515.8,12744.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399310,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0.0001,57,0.2513,0.2377,0.1908,3.4663,530,1,2080201,2080201,upper james,Maury,668.4,768.1,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399310,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0.0001,57,0.2513,0.2377,0.1908,3.4663,530,1,2080201,2080201,upper james,Craig,312.9,410.8,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399310,fe_quantreg,,active,74553_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02080201,0.0001,57,0.2513,0.2377,0.1908,3.4663,530,1,2080201,2080201,upper james,Dunlap,164.5,193.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399269,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,0.000004,14,0.8414,0.8282,0.8202,0.4168,530,0,3010102,3010102,Kerr Reservoir near clarksville,Head Kerr Reservoir,3245.1,3570.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399269,fe_quantreg,,active,74532_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_03010102,0.000004,14,0.8414,0.8282,0.8202,0.4168,530,0,3010102,3010102,Kerr Reservoir near clarksville,Staunton,2975,3262.9,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399290,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0003,16,0.619,0.5918,0.3757,1.4714,530,1,2070005,2070005,SF IFIM,Front Royal,1548.7,1712.7,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399290,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0003,16,0.619,0.5918,0.3757,1.4714,530,1,2070005,2070005,SF IFIM,Luray,1332.5,1483,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
399290,fe_quantreg,,active,74547_fe_quantreg,bpj-530,full,erom_q0001e_may,aqbio_nt_benins,species,0.8,max,0,530,nhd_huc8_02070005,0.0003,16,0.619,0.5918,0.3757,1.4714,530,1,2070005,2070005,SF IFIM,Lynnwood,1147.3,1247.3,Quantile Regression_ aqbio_nt_benins = f( erom_q0001e_may )_ upper 80%
